Symbol,Price Level,Note,Foreground Color,Background Color,Text Alignment,Notification Enabled,Sound Notification Enabled,Notification Is Repeatable,Delay Before Repeating,Subscribing Offset,Notification Sound
ESH5.CME@RITHMIC,5950,mHVN,#ffffff,#da611e,left,,,
ESH5.CME@RITHMIC,6095,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,6062,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,6051,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,6040,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,6030,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,6023,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,6015,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,6004,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,6000,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5980,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5968,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5960,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5933,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5918,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5908,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5903,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5895,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5883,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5876,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5869,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5864,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5857,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5838,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5824.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5815.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5811.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5808.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5797.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5791.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5762.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5772.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5767.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5753.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5650.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5630.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5627.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5446.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5373.75,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5365.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5351.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5343,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5336.75,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5320,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5278.25,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5231.25,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5206,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5227.75,ED Lo area,#ffffff,#1395ba,center,TRUE,FALSE,,,,
ESH5.CME@RITHMIC,5390,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5417.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5431,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5449,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5463.25,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5482.25,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5498.75,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5519,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5526.25,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5537.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5542.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5545.75,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5547.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5552.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5559.75,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5565,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5571.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5582,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5589.25,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5600,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5610,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5637.75,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5644.25,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5666.5,mHVN,#ffffff,#da611e,left,,,,,,
ESH5.CME@RITHMIC,5684.25,mHVN,#ffffff,#da611e,left,,,,,,
